Species,Genome_UUID,DB_name,Source_name,Source_URL,Description
anas_platyrhynchos_gca017639285v1,642777a6-0c5e-4d84-9949-ae91ed09d252,anas_platyrhynchos_gca017639285v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
anas_platyrhynchos_gca017639305v1,aaa91b12-5bca-4c01-b73f-560c3d5105a6,anas_platyrhynchos_gca017639305v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
anas_zonorhyncha,f2b0843f-2431-4f42-9566-ef522898d1af,anas_zonorhyncha_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
ancistrocerus_nigricornis_gca916049575v1,0b97aadd-4032-4ab7-9f5a-bbd6c1cc3e36,ancistrocerus_nigricornis_gca916049575v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
ancistrocerus_nigricornis_gca916050135v1,c88ce717-8039-489e-93e0-23d83c78afa8,ancistrocerus_nigricornis_gca916050135v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_bucephala_gca947577245v1,4cda7039-8db7-4299-9387-d7e6390ffa99,andrena_bucephala_gca947577245v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_dorsata_gca929108735v1,7c79b64c-a3a7-4443-b903-044da74493c4,andrena_dorsata_gca929108735v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_dorsata_gca929114765v1,17958699-6948-49fc-ab57-7ce0d61783c3,andrena_dorsata_gca929114765v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_fulva_gca946251845v1,ffc63329-9530-47c6-bbf0-1cc7bbff4831,andrena_fulva_gca946251845v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_haemorrhoa_gca910592125v1,4ff29b1c-2a43-4494-8b01-08a254df6d96,andrena_haemorrhoa_gca910592125v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_haemorrhoa_gca910592295v1,cfa26e49-a817-45da-88df-6626d705fcad,andrena_haemorrhoa_gca910592295v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_hattorfiana_gca944738655v1,6e4e3183-33b7-4a8e-a766-ee6608db2f06,andrena_hattorfiana_gca944738655v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_hattorfiana_gca944738655v2,02a4c91c-abbd-46ba-96ee-67c07dae6f2a,andrena_hattorfiana_gca944738655v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_minutula_gca929113085v1,efd51700-db8c-4658-a5f2-6080e53f663d,andrena_minutula_gca929113085v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_minutula_gca929113495v1,9d5eaa4f-2ab9-45cd-bd64-1ebe980805dc,andrena_minutula_gca929113495v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_trimmerana_gca951212825v1,bad84b0c-f467-4fb2-bdc0-6b53ec8588f2,andrena_trimmerana_gca951212825v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_trimmerana_gca951215215v1,7105c69f-4798-4550-92da-b0865078d1a1,andrena_trimmerana_gca951215215v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
andrena_trimmerana_gca952773225v1,3e8a09d8-f42e-48f9-9db4-c6997a18a899,andrena_trimmerana_gca952773225v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anguilla_anguilla,46b45981-b558-4891-bfc3-3735637f4357,anguilla_anguilla_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
anneissia_japonica_gca011630105v1rs,c726b0db-8345-462f-8612-11db5c626eeb,anneissia_japonica_gca011630105v1rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Anneissia_japonica/100/,Imported
anolis_carolinensis,2c433260-4a25-4b25-9f3e-0fcb9a9f1df0,anolis_carolinensis_core_110_2,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
anopheles_aquasalis_gca943734665v1,3fe03539-0a4a-4ddb-8d13-dae726de7ec1,anopheles_aquasalis_gca943734665v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_atroparvus_gca914969975,fa033e01-24e2-4848-8911-187120e4bceb,anopheles_atroparvus_gca914969975_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
anopheles_bellator_gca943735745v1,748b74c8-42a9-49a9-8871-33221d5f0048,anopheles_bellator_gca943735745v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_coustani_gca943734705v1,23696060-cde3-4568-858a-a56d719f2e02,anopheles_coustani_gca943734705v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_cruzii_gca943734635v1,f05143a4-6186-447d-aafc-6d66d6f14231,anopheles_cruzii_gca943734635v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_darlingi_gca943734745v1,b19cc070-d33f-47d6-b532-b926bbad95ad,anopheles_darlingi_gca943734745v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_gambiae,40a882df-33a5-4cd5-af6b-479d4221b2f8,anopheles_gambiae_core_57_110_4,VEuPathDB,https://veupathdb.org,Imported
anopheles_gambiae_gca943734735v1,0b8d8b36-03d3-4554-abd3-c99f4cf6a64f,anopheles_gambiae_gca943734735v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_maculipalpis_gca943734695v1,6a36b1b3-8ff6-423f-9a3b-53317752da8d,anopheles_maculipalpis_gca943734695v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_marshallii_gca943734725v1,c64d0f81-8ffb-4d4f-be43-dca7a6b7cac2,anopheles_marshallii_gca943734725v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_nili_gca943737925v1,7e03face-5625-4430-8a5a-978f75da837d,anopheles_nili_gca943737925v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anopheles_ziemanni_gca943734765v1,60062b83-794d-4b96-9990-e49abca6b38a,anopheles_ziemanni_gca943734765v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anoplius_nigerrimus_gca914767735v1,edb0408c-3847-4480-8fbc-942828295027,anoplius_nigerrimus_gca914767735v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
anoplius_nigerrimus_gca914767785v1,61c8fdff-95b8-487d-93f9-34ce900fe0f6,anoplius_nigerrimus_gca914767785v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
anoplius_nigerrimus_gca914767785v2,161ba538-50b1-4923-89d4-072c3ddf345a,anoplius_nigerrimus_gca914767785v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anoplophora_glabripennis,df1288e1-fb4d-4401-8eaa-38b0c31e7157,anoplophora_glabripennis_core_57_110_2,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Anoplophora_glabripennis/101/,Imported
anorthoa_munda_gca945859655v1,511199c4-fd7a-4801-bea2-bd577aeafe25,anorthoa_munda_gca945859655v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anorthoa_munda_gca945859665v1,331d13fe-d3b2-417f-af40-db0e2baf4505,anorthoa_munda_gca945859665v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
anser_cygnoides_domesticuszhedong,e26d090f-722f-4204-ba96-7adcf2f1dcdf,anser_cygnoides_domesticuszhedong_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
anthocharis_cardamines_gca905404175v1,9178698d-13ad-4c77-bdf8-a12d5f0d6500,anthocharis_cardamines_gca905404175v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anthocharis_cardamines_gca905404305v1,b997075a-292d-4e15-bfe5-23dca5a57b26,anthocharis_cardamines_gca905404305v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anthonomus_grandis_gca022605725v3,22f31eed-ab83-46e8-808d-ebf3fcb50b8c,anthonomus_grandis_gca022605725v3_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anthonomus_grandis_gca022605725v3rs,1531ef9b-9fce-4e84-b6f6-f3362b8e9801,anthonomus_grandis_gca022605725v3rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Anthonomus_grandis_grandis/100,Imported
anthonomus_grandis_gca022605985v2,b1af75fe-194c-4aa2-b95c-baa3e00d2fe6,anthonomus_grandis_gca022605985v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
anticlea_derivata_gca947579855v1,10644b93-c1b5-49f0-9fe9-b603ff4b44df,anticlea_derivata_gca947579855v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
antitype_chi_gca947359405v1,b70f4823-1f22-496a-850b-06e982f26886,antitype_chi_gca947359405v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
antitype_chi_gca947359415v1,9633996f-ce2d-4ea7-8344-335e3f6e0a3a,antitype_chi_gca947359415v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
apamea_crenata_gca949629175v1,a5a81dd5-d951-478c-950e-38b3d1d549a7,apamea_crenata_gca949629175v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
apamea_crenata_gca949629185v1,3262510a-b561-431e-8985-50ffd7bd2351,apamea_crenata_gca949629185v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apamea_epomidion_gca947507525v1,1f45aff0-2641-4316-9549-5920f17284b9,apamea_epomidion_gca947507525v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apamea_epomidion_gca947507555v1,aa05c73e-f660-460c-8e22-34271c989e81,apamea_epomidion_gca947507555v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
apamea_monoglypha_gca911387735v2,5af2cd81-b83b-4cbb-9e8c-ab7e02b976c8,apamea_monoglypha_gca911387735v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apamea_monoglypha_gca911387795v2,4df47a98-cb32-4ee6-83c4-be129a7a8b2e,apamea_monoglypha_gca911387795v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apamea_sordens_gca945859715v1,fb701f87-e252-4429-9efc-13a816c1ed8b,apamea_sordens_gca945859715v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apamea_sordens_gca945859755v1,b08a4f63-0af3-47fc-b8bd-130f3bd37fe0,apamea_sordens_gca945859755v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
apeira_syringaria_gca934044485v1,08597d21-226d-437e-b1c6-551ed89773dd,apeira_syringaria_gca934044485v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apeira_syringaria_gca934045895v1,7c3dbd93-fbb5-4eb6-8c35-bace57be8317,apeira_syringaria_gca934045895v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
aphidius_gifuensis_gca014905175v1rs,8d0f4122-a48d-42cb-bedf-9d8ad3db35b4,aphidius_gifuensis_gca014905175v1rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Aphidius_gifuensis/100/,Imported
aphis_gossypii_gca917880025v1cm,1ea43b15-4431-47fa-986c-145a4797ff23,aphis_gossypii_gca917880025v1cm_core_110_1,PGI,https://www.pestgenomics.org/species/aphis-gossypii/,Imported
apis_dorsata_gca000469605v1rs,a31b4544-248c-42bf-ba2a-04a4c7a18dff,apis_dorsata_gca000469605v1rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Apis_dorsata/101/,Imported
apis_florea_gca000184785v2rs,f96f4414-b9b0-4c4d-9b8c-db296ecb277d,apis_florea_gca000184785v2rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Apis_florea/102/,Imported
apis_mellifera,98445bce-9b0b-4f48-aa37-37b04eb3b8ee,apis_mellifera_core_57_110_3,NCBI,https://www.ncbi.nlm.nih.gov/,Imported
aplocera_efformata_gca921293035v1,08c558be-e186-4a92-994c-f3eff9ea2f0b,aplocera_efformata_gca921293035v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aplocera_efformata_gca921293045v1,cb3bf644-9fe9-4c0a-9c49-fd8b45dcd62c,aplocera_efformata_gca921293045v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aplysia_californica_gca000002075v2rs,d5ede4d6-041a-4536-902e-686eda9f5e81,aplysia_californica_gca000002075v2rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Aplysia_californica/102/,Imported
apocheima_hispidaria_gca947579745v1,3c206950-721f-4743-8266-d139957c9afd,apocheima_hispidaria_gca947579745v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
apocheima_hispidaria_gca947581315v1,6512ff54-4f9c-49eb-8c8f-23fdb4e5ee6f,apocheima_hispidaria_gca947581315v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apoda_limacodes_gca946406115v1,e6442d36-2686-43bf-a1fc-de82538e31f8,apoda_limacodes_gca946406115v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apoderus_coryli_gca911728435v2,dd3e8d7d-010a-44c6-af15-16ea28c29fd6,apoderus_coryli_gca911728435v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apomyelois_bistriatella_gca947044815v1,4de5ba09-2d5a-4896-94a6-c46ffda43bba,apomyelois_bistriatella_gca947044815v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
aporia_crataegi_gca912999735v1,c785f4d4-394d-4228-8608-b4c72a92dd96,aporia_crataegi_gca912999735v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aporia_crataegi_gca912999795v1,4136e720-7652-4a0b-b2b5-041dc194db9b,aporia_crataegi_gca912999795v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aporia_crataegi_gca912999795v2,2847788a-1d3e-442e-97db-bb70b2acc39f,aporia_crataegi_gca912999795v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aporophyla_lueneburgensis_gca932294355v1,026d1fa1-23cb-4bb3-a263-00c5ce8c2cdc,aporophyla_lueneburgensis_gca932294355v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aporophyla_lueneburgensis_gca932294405v1,2e2eb705-9083-4065-b7da-0dee7b4aafd0,aporophyla_lueneburgensis_gca932294405v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aporophyla_nigra_gca947507805v1,fba96b38-cc78-45db-9616-11bc486c5fb4,aporophyla_nigra_gca947507805v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
apotomis_betuletana_gca932273695v1,b7c65dab-56fc-4d7b-8149-abf70534e0e5,apotomis_betuletana_gca932273695v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apotomis_betuletana_gca932273875v1,8cfe277c-a1e7-4617-b4fc-a19b2758a56e,apotomis_betuletana_gca932273875v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apotomis_capreana_gca947623195v1,3925f71e-5243-4d1a-857b-5f2dec953566,apotomis_capreana_gca947623195v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apotomis_capreana_gca947623375v1,e60ee4f5-9d4f-4304-ad84-848175981063,apotomis_capreana_gca947623375v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apotomis_turbidana_gca905147195v1,4c258004-b57c-4e4f-889b-663793af04d1,apotomis_turbidana_gca905147195v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
apotomis_turbidana_gca905147355v2,01194144-9714-48ee-9e68-4ffa2956440c,apotomis_turbidana_gca905147355v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
aproaerema_taeniolella_gca949987775v1,caf547de-5792-4a1b-9570-9b78d8c85603,aproaerema_taeniolella_gca949987775v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
aptenodytes_patagonicus,63f189e1-8d07-4c9f-9add-f69f831bbbe2,aptenodytes_patagonicus_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
apteryx_rowi,8694a3e9-cd6c-40e5-937d-ec6ca8c31d90,apteryx_rowi_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
apus_apus_gca020740795v1,be8bdfcd-f6d3-4a97-96ce-2a323e80b9c5,apus_apus_gca020740795v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
aquila_chrysaetos_chrysaetos,fe73cf51-477d-432f-9b1f-969960403c72,aquila_chrysaetos_chrysaetos_core_110_12,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
archips_crataeganus_gca947859365v1,6b804e26-7ee7-4aa7-accf-792ff26c84b2,archips_crataeganus_gca947859365v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
archips_xylosteana_gca947563465v1,72245057-2fe8-4bc6-9180-ee9fee03df7b,archips_xylosteana_gca947563465v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
archocentrus_centrarchus,973eac61-671e-4692-af3f-27dee659ec2f,archocentrus_centrarchus_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
argyresthia_goedartella_gca949825015v1,4c409a42-95b8-4cb4-9821-b3fc62a6ee15,argyresthia_goedartella_gca949825015v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
argyresthia_goedartella_gca949825045v1,6785fe2c-9821-45f3-b137-cd63ee14786b,argyresthia_goedartella_gca949825045v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aricia_agestis_gca905147365v1,4318afac-95d6-4640-b2a7-b7b44e1885be,aricia_agestis_gca905147365v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aricia_agestis_gca944452645v1,1cdb31dd-fc56-45c9-9d23-847f7c7d12d2,aricia_agestis_gca944452645v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aricia_agestis_gca944452695v1,4e6f9788-dc8f-49f1-b725-1865ea467b11,aricia_agestis_gca944452695v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aricia_artaxerxes_gca937610355v1,f7cf0aab-ceab-4cdb-9b8d-a0b4af826d0f,aricia_artaxerxes_gca937610355v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aricia_artaxerxes_gca937612035v1,7df6880a-dddc-4d06-a6d7-4f2e966b70bb,aricia_artaxerxes_gca937612035v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
artibeus_jamaicensis,a3e9d01e-fd7b-4849-9c25-2b2581b24a19,artibeus_jamaicensis_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
artibeus_jamaicensis_gca014825515v1,0245969e-0406-42e8-a6cc-8bbcb1f96f65,artibeus_jamaicensis_gca014825515v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
arvicanthis_niloticus,ddf3f3e9-4395-48a2-8266-ef609ce6b36c,arvicanthis_niloticus_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
arvicola_amphibius_gca903992535v1,e7b00475-46dd-4ef9-9d12-4a91a3b372e4,arvicola_amphibius_gca903992535v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
arvicola_amphibius_gca903992535v2,85091ec6-bcfa-44d1-a7db-19b95ac9c8cb,arvicola_amphibius_gca903992535v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
ascaris_suum,ab27cfb0-489c-42e0-bfc1-79845af94cf5,ascaris_suum_core_57_110_1,University of Colorado Denver,http://www.ucdenver.edu,Imported
aspergillus_nidulans,944ece8e-a8f8-4338-b905-26092498facd,aspergillus_nidulans_core_57_110_1,,,Imported
astatotilapia_calliptera,0442161e-f87d-410c-a80f-325d31166481,astatotilapia_calliptera_core_110_12,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
astatotilapia_calliptera_gca900246225v5,9e2a1173-65a2-4dc3-b338-b2401f17ac11,astatotilapia_calliptera_gca900246225v5_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
asterias_rubens_gca902459465v3,3e298bfb-1904-4dc4-9996-de36c16f026f,asterias_rubens_gca902459465v3_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
asterias_rubens_gca902459465v3rs,15f87258-38b6-463b-8453-84856d7a79cd,asterias_rubens_gca902459465v3rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Asterias_rubens/100,Imported
asteroscopus_sphinx_gca949699085v1,3bf77d66-4815-4228-bebd-1e2cec0b776b,asteroscopus_sphinx_gca949699085v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
astreopora_myriophthalma_gca014634185v1,984f6f59-1a04-42b8-8be7-5cdec43ad57a,astreopora_myriophthalma_gca014634185v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
ateles_geoffroyi_gca004024785v1,e4788398-bcf1-4b44-8ffe-4e3a27a2e252,ateles_geoffroyi_gca004024785v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
atethmia_centrago_gca905332945v1,b03c9f81-cc21-4a85-8a23-c704ea73a0d6,atethmia_centrago_gca905332945v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
atethmia_centrago_gca905333075v3,9d58a383-2971-4900-8ce9-631b8fe11c82,atethmia_centrago_gca905333075v3_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
athalia_rosae_gca000344095v2rs,4f4d7ba3-f172-475a-8f63-0418a4537ac8,athalia_rosae_gca000344095v2rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Athalia_rosae/102/,Imported
athalia_rosae_gca917207985v2,9fdc2e5c-3f11-478c-882e-7b2612684c2c,athalia_rosae_gca917207985v2_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
athalia_rosae_gca917208135v1,1cd9f843-4177-4216-a2e5-91509fb11282,athalia_rosae_gca917208135v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
athripsodes_cinereus_gca947579605v1,38104d16-5c02-4cec-91d5-2c12aa1ceeed,athripsodes_cinereus_gca947579605v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
athrips_mouffetella_gca947532105v1,cba1f960-289b-4aba-91ed-126f740a41ec,athrips_mouffetella_gca947532105v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/braker-2-genome-annotation,Annotated
atta_cephalotes,c1159912-c0f2-472c-9980-127890be30af,atta_cephalotes_core_57_110_1,NCBI,https://www.ncbi.nlm.nih.gov/,Imported
autographa_gamma_gca905146835v1,1d7677f2-da38-4319-908e-654610ccaed0,autographa_gamma_gca905146835v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
autographa_gamma_gca905146925v1,5779c22f-69cc-442b-8fa1-cab645a3ef6c,autographa_gamma_gca905146925v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
autographa_pulchrina_gca905475315v1,c868a2bd-a0ac-465b-b781-45cd575653c6,autographa_pulchrina_gca905475315v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
autographa_pulchrina_gca905475435v1,fc8a6b26-879d-402f-aa09-c2aa7c4c951f,autographa_pulchrina_gca905475435v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
aythya_marila_gca029042245v1,c1e3f1c5-be26-4a26-ae36-6b86fd059872,aythya_marila_gca029042245v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/vertebrate-genome-annotation,Annotated
baccha_elongata_gca951217065v1,ec5340f0-475b-43cf-a909-1becf747c57c,baccha_elongata_gca951217065v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
baccha_elongata_gca951217075v1,740c5b89-3be2-44f9-b66a-344b7d214a2c,baccha_elongata_gca951217075v1_core_110_1,Ensembl,https://beta.ensembl.org/help/articles/non-vertebrate-genome-annotation,Annotated
bactrocera_dorsalis_gca000789215v2rs,c29fc64a-166b-473a-9243-b41bf073b533,bactrocera_dorsalis_gca000789215v2rs_core_110_1,NCBI,https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Bactrocera_dorsalis/102/,Imported
